BuildingType,PrimaryPropertyType,City,State,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Electricity(kWh)
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,6,Northwest,47.67561,-122.324,1983,4,35577,300715.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,NORTHWEST,47.68124,-122.34493,2009,4,27390,241217.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.69522,-122.31731,1970,3,20176,180342.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTHEAST,47.69175,-122.30396,1990,4,37091,232432.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.69321,-122.30597,1990,3,30110,153221.2969
NonResidential,Self-Storage Facility,Seattle,WA,98115.0,5,NORTHEAST,47.69316,-122.30487,2006,6,41047,191342.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTHEAST,47.69744,-122.30455,1970,4,25300,189479.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.69694,-122.31729,1993,4,26390,242208.7969
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59294,-122.32555,1937,1,52325,158390.7031
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59322,-122.32491,1920,4,20600,29681.59961
Campus,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59042,-122.32498,1991,0,230971,4519276.0
NonResidential,Retail Store,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58698,-122.32397,1944,1,25880,47760.80078
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58336,-122.32525,1960,1,45842,196713.7969
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57936,-122.32322,1972,1,31365,187982.9063
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57959,-122.32557,1910,1,32100,92034.20313
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57895,-122.32551,1966,1,20520,134489.0938
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57833,-122.32563,1945,1,22972,145217.2031
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57934,-122.32501,1953,1,24990,121398.7969
NonResidential,Retail Store,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57667,-122.32542,1951,2,24000,184901.2969
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.56845,-122.32732,1963,1,100386,614081.5
NonResidential,Distribution Center,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.56758,-122.32638,1966,1,24354,138417.2969
NonResidential,Distribution Center,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.56823,-122.32506,1959,1,33600,188392.2031
NonResidential,Other,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.56671,-122.32446,1974,1,20819,246130.2969
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.5668,-122.32499,1967,1,23296,228213.5
NonResidential,Mixed Use Property,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57019,-122.32352,1954,1,35222,336365.3125
NonResidential,Refrigerated Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.5668,-122.32149,1957,1,25520,168624.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.58962,-122.31764,1983,4,28176,190104.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.53871,-122.28511,2001,3,59846,418606.0938
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.54027,-122.28551,2001,3,66363,479146.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.54027,-122.28551,2001,3,121635,1444205.125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6424,-122.38439,1969,4,22207,111226.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.52845,-122.2708,1953,2,20645,224983.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98111.0,5,NORTH,47.69779,-122.28988,1968,4,20278,146145.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62177,-122.32338,1925,3,20832,98956.10156
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.54969,-122.36408,1993,3,67313,749687.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.5425,-122.36012,2005,2,25951,249301.2031
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58754,-122.3224,1952,1,25460,244640.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.54141,-122.36166,1987,3,85695,659990.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.54047,-122.36169,1970,3,46986,420105.0938
SPS-District K-12,K-12 School,Seattle,WA,98106.0,1,DELRIDGE,47.53961,-122.35866,1970,1,41526,256331.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,6,NORTHWEST,47.70414,-122.35789,1987,3,41332,275866.6875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98115.0,5,NORTH,47.70008,-122.30321,1974,2,24291,269762.6875
NonResidential,Retail Store,Seattle,WA,98115.0,5,NORTH,47.70053,-122.3038,1958,2,20738,154382.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.70093,-122.32275,1990,4,27344,236333.5938
NonResidential,Mixed Use Property,Seattle,WA,98125.0,5,NORTH,47.70175,-122.30269,2000,4,30948,269562.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.7026,-122.30211,1991,4,63670,615713.1875
NonResidential,Medical Office,Seattle,WA,98144.0,5,NORTH,47.7044,-122.32285,1986,2,21329,777935.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.7033,-122.32209,1989,4,64195,449117.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.69239,-122.31738,1992,4,22935,144774.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61554,-122.31572,2014,6,84389,463477.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61742,-122.31521,1923,4,30920,220969.5
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57254,-122.32549,1978,1,21755,173533.2969
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57217,-122.32421,1960,1,27933,1796535.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57013,-122.3244,1983,1,23143,137694.2031
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57075,-122.32724,1962,1,28800,230523.5938
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57294,-122.32811,1952,1,39600,118713.5
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57199,-122.32811,1952,1,39600,99262.29688
NonResidential,Distribution Center,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57747,-122.32844,1937,1,41248,269114.5
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57587,-122.32789,2009,1,36400,235695.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.52265,-122.35888,1968,3,35448,240270.7031
NonResidential,Other,Seattle,WA,98116.0,1,SOUTHWEST,47.56398,-122.38727,1920,1,31332,1047282.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.56451,-122.38773,1969,4,23596,147097.7969
NonResidential,Worship Facility,Seattle,WA,98116.0,1,SOUTHWEST,47.57177,-122.38716,1948,2,35864,137113.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.57098,-122.38725,1996,4,30799,264072.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.52077,-122.26216,1967,6,71000,305290.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.5903,-122.31824,1969,4,32922,227502.0938
NonResidential,Worship Facility,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.55464,-122.31576,1954,1,20484,33717.30078
NonResidential,Medical Office,Seattle,WA,98105.0,4,NORTHEAST,47.66169,-122.28558,1984,4,27642,542007.875
NonResidential,Medical Office,Seattle,WA,98105.0,4,NORTHEAST,47.66159,-122.28606,1987,4,22356,827695.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.71854,-122.2917,1980,4,20808,156990.0
NonResidential,Other,Seattle,WA,98122.0,3,CENTRAL,47.60775,-122.31198,1973,4,45082,844015.125
NonResidential,Worship Facility,Seattle,WA,98103.0,6,NORTHWEST,47.68351,-122.35482,1951,2,41600,206352.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62632,-122.3263,1981,7,61745,354864.6875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98102.0,4,LAKE UNION,47.63567,-122.32522,1960,2,34110,751461.125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,4,LAKE UNION,47.6352,-122.32454,1994,4,42712,255511.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,4,LAKE UNION,47.63516,-122.32502,1999,3,43969,221013.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.669,-122.37802,2007,8,128571,551173.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56126,-122.38713,1925,3,21239,132702.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.5628,-122.38904,1997,5,26843,91253.29688
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56194,-122.38919,1969,4,26280,158470.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.53323,-122.37693,1980,4,26970,198133.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61856,-122.32194,2005,5,46225,263972.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6185,-122.31581,1928,4,34040,161878.0938
NonResidential,Warehouse,Seattle,WA,98116.0,2,GREATER DUWAMISH,47.57798,-122.32783,1970,1,23750,153274.4063
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57832,-122.32649,1970,1,43390,156431.0938
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58238,-122.32719,1959,1,35400,82651.20313
NonResidential,Distribution Center,Seattle,WA,98104.0,2,GREATER DUWAMISH,47.58517,-122.32853,1966,1,28144,237500.0
NonResidential,Warehouse,Seattle,WA,98199.0,2,GREATER DUWAMISH,47.5842,-122.32826,1916,3,71283,566226.1875
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58661,-122.3281,1989,1,23792,835903.375
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58895,-122.32833,1979,2,47368,305584.0
NonResidential,Mixed Use Property,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58874,-122.32662,1931,1,46183,460463.6875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,CENTRAL,47.60592,-122.31367,1984,5,49825,611376.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.60585,-122.30927,1962,2,20931,74876.39844
NonResidential,Retail Store,Seattle,WA,98118.0,2,SOUTHEAST,47.56514,-122.28781,1968,1,36071,190315.0938
SPS-District K-12,K-12 School,Seattle,WA,98118.0,2,SOUTHEAST,47.56591,-122.28339,1989,3,51672,355663.3125
Nonresidential COS,Medical Office,Seattle,WA,98118.0,2,SOUTHEAST,47.56364,-122.28572,1990,2,27270,618071.875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,SOUTHEAST,47.56363,-122.28648,1966,2,21300,172617.2031
Nonresidential COS,Mixed Use Property,Seattle,WA,98118.0,2,SOUTHEAST,47.56214,-122.28143,1995,1,28425,356185.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,6,NORTHWEST,47.70384,-122.35581,1987,4,70094,410332.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.71812,-122.2974,1987,4,134490,795130.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.71728,-122.29775,1976,3,36172,210123.2031
NonResidential,Other,Seattle,WA,98125.0,5,NORTH,47.7139,-122.29794,2009,3,35115,445866.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,5,NORTHWEST,47.70089,-122.34555,1985,4,38100,309080.0938
NonResidential,Mixed Use Property,Seattle,WA,98103.0,5,NORTHWEST,47.69734,-122.34639,1972,1,66704,76995.60156
Nonresidential COS,Warehouse,Seattle,WA,98103.0,5,NORTHWEST,47.70117,-122.34284,1969,1,25658,239048.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61894,-122.3162,1908,3,23490,77109.70313
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61949539,-122.3220656,2006,5,87735,872126.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61911,-122.32244,1928,4,40800,116594.8984
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61932,-122.32257,1965,5,39226,267024.8125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,EAST,47.61345,-122.3198,1907,2,36000,238351.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61391,-122.31852,1905,3,23469,108308.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6131,-122.3177,1916,3,21000,118412.1016
NonResidential,Mixed Use Property,Seattle,WA,98122.0,3,EAST,47.61324,-122.31724,1913,1,36000,223634.5
NonResidential,Warehouse,Seattle,WA,98122.0,3,EAST,47.61467,-122.31777,1915,2,43200,338685.5938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59501,-122.32852,1913,4,40970,684993.375
NonResidential,Retail Store,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58801,-122.32944,1975,1,43794,243576.7031
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57466,-122.33089,1968,1,48280,412415.1875
NonResidential,Distribution Center,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57258,-122.33059,1954,1,36040,73573.0
NonResidential,Supermarket / Grocery Store,Seattle,WA,98115.0,4,NORTHEAST,47.68269,-122.28912,1965,1,32822,1585199.625
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.68149,-122.28915,1961,2,20144,198605.5
SPS-District K-12,K-12 School,Seattle,WA,98115.0,4,NORTHEAST,47.68069,-122.27533,1948,1,64314,304246.6875
NonResidential,Worship Facility,Seattle,WA,98115.0,4,NORTHEAST,47.68061,-122.29002,1950,2,20385,56816.5
NonResidential,Worship Facility,Seattle,WA,98115.0,4,NORTHEAST,47.67984,-122.27739,1946,1,24295,63339.69922
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98105.0,4,NORTHEAST,47.66888,-122.28333,1967,2,20317,182003.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66512,-122.28426,1984,2,20979,152306.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66703,-122.28421,2004,2,46480,730230.1875
NonResidential,Supermarket / Grocery Store,Seattle,WA,98105.0,4,NORTHEAST,47.66824,-122.28394,1973,1,24377,1669868.875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.53345,-122.36082,1990,2,95865,794745.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.53332,-122.36267,1987,3,155600,1529347.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.53347,-122.36471,2009,3,32405,303514.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.53476,-122.36469,1988,3,58523,553442.0
NonResidential,Other,Seattle,WA,98113.0,5,NORTHWEST,47.70197,-122.34219,1986,1,33392,816719.875
NonResidential,Supermarket / Grocery Store,Seattle,WA,98133.0,5,NORTHWEST,47.70224,-122.34409,1986,1,45155,1243978.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.69852,-122.32707,1990,4,54304,461533.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.59094,-122.318,1985,4,114030,1125089.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63374,-122.34145,1989,6,44839,355201.4063
NonResidential,Warehouse,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.5316,-122.333,1966,1,32000,472220.1875
NonResidential,Warehouse,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.5316,-122.333,1970,1,44000,336495.5
NonResidential,Warehouse,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.5316,-122.333,1973,1,36000,144885.0
NonResidential,Warehouse,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1979,1,31360,183531.7031
NonResidential,Warehouse,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1979,1,33320,377852.5938
NonResidential,Warehouse,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1979,1,48020,425119.5938
NonResidential,Warehouse,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1979,1,27420,148811.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.60492,-122.31898,1990,4,48972,470123.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.6744,-122.40735,1982,4,37642,219608.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61358,-122.34738,1999,8,87925,767983.0
NonResidential,K-12 School,Seattle,WA,98122.0,3,CENTRAL,47.60885,-122.2999,1929,2,24152,47292.89844
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98144.0,3,CENTRAL,47.59515,-122.30985,2009,6,105903,627903.8125
NonResidential,K-12 School,Seattle,WA,98115.0,5,NORTHEAST,47.694,-122.28967,1949,2,43645,152074.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTHEAST,47.69129,-122.29038,2012,4,67360,525391.875
NonResidential,Retail Store,Seattle,WA,98115.0,5,NORTHEAST,47.69066,-122.29023,1952,1,26853,335680.0
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59347,-122.33369,1909,4,44775,130905.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62263,-122.33018,2005,8,136998,807673.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,7,LAKE UNION,47.62232,-122.32953,1907,3,26772,183714.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62249,-122.32707,1967,6,37417,249585.2969
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57507,-122.33349,1916,1,27760,239294.0938
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57459,-122.3339,1937,1,20975,76167.0
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57619,-122.3339,1918,1,26075,430856.5938
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57881,-122.33273,1992,1,29394,334685.6875
Multifamily LR (1-4),Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57958,-122.33371,1905,3,33000,73471.79688
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57941,-122.3336,1926,2,20400,70653.60156
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57893,-122.33374,1926,1,20460,264812.9063
NonResidential,Self-Storage Facility,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58168,-122.33369,1925,2,25821,61459.19922
NonResidential,Refrigerated Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58217,-122.33263,1955,2,21870,314874.0938
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58069,-122.3325,1988,1,51664,766120.3125
NonResidential,Medical Office,Seattle,WA,98126.0,1,DELRIDGE,47.53419,-122.36624,1970,1,43615,381727.3125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98126.0,1,DELRIDGE,47.53419,-122.36624,1970,3,36879,335365.5938
Nonresidential COS,Other,Seattle,WA,98106.0,1,DELRIDGE,47.53578,-122.36205,2002,2,28531,590199.875
NonResidential,Warehouse,Seattle,WA,98106.0,1,DELRIDGE,47.53846,-122.36175,1982,2,36600,90387.0
NonResidential,Mixed Use Property,Seattle,WA,98126.0,1,SOUTHWEST,47.57269,-122.37056,2004,5,35176,296590.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,3,CENTRAL,47.59478,-122.3088,2004,2,29417,181286.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.5784,-122.38687,1990,4,33084,355640.0938
SPS-District K-12,K-12 School,Seattle,WA,98115.0,5,NORTH,47.69845,-122.30747,1959,1,36701,223159.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.71382,-122.34175,2000,4,29130,183440.4063
NonResidential,University,Seattle,WA,98103.0,4,LAKE UNION,47.65231,-122.34217,1940,2,26050,566263.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.65157,-122.34231,2015,4,102353,567627.875
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.55718,-122.33288,1941,1,48890,317224.5938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.55658,-122.33322,2000,3,43473,1294522.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,NORTHWEST,47.68086,-122.35505,2002,4,24090,135628.7031
NonResidential,Retail Store,Seattle,WA,98126.0,1,DELRIDGE,47.52254,-122.36627,1990,1,40265,1036525.625
NonResidential,Retail Store,Seattle,WA,98126.0,1,DELRIDGE,47.52254,-122.36627,2005,1,26208,303859.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98126.0,1,DELRIDGE,47.51795,-122.36801,1978,7,100536,970300.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,DELRIDGE,47.51907,-122.36822,2000,2,49501,506483.4063
Nonresidential COS,Other,Seattle,WA,98106.0,1,DELRIDGE,47.52801,-122.36918,1975,2,27227,894881.8125
NonResidential,Mixed Use Property,Seattle,WA,98117.0,6,BALLARD,47.69766,-122.37346,1926,1,42172,138717.9063
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,2,DOWNTOWN,47.59657,-122.33394,1910,5,32250,195920.0938
Multifamily LR (1-4),Mixed Use Property,Seattle,WA,98103.0,6,NORTHWEST,47.69072,-122.35552,1929,2,38050,611871.8125
NonResidential,Retail Store,Seattle,WA,98103.0,6,NORTHWEST,47.69061,-122.35731,1953,1,51000,347895.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62185,-122.32768,1928,4,38041,162999.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.621,-122.32702,1908,4,51294,435348.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62183,-122.32715,1923,3,32292,104096.3984
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98104.0,3,EAST,47.62478,-122.32684,1924,3,45552,243556.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62332,-122.32755,1961,9,144995,523629.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62392,-122.32706,1964,4,22326,166415.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62414,-122.32717,1927,3,25800,126463.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62179,-122.3264,1948,3,29528,97470.10156
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62409,-122.32643,1959,5,27910,252855.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62386,-122.32644,1961,4,23100,167822.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62329,-122.3258,1966,4,37509,126927.2969
NonResidential,Mixed Use Property,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58452,-122.3337,1916,1,27000,67367.10156
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58787,-122.33365,1935,2,20747,227174.0938
NonResidential,Warehouse,Seattle,WA,98101.0,2,GREATER DUWAMISH,47.58903,-122.33361,1928,2,40800,98911.70313
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59508,-122.33378,1920,2,20150,168867.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,2,DOWNTOWN,47.59639,-122.33368,1909,7,36000,493099.3125
NonResidential,Warehouse,Seattle,WA,98111.0,2,GREATER DUWAMISH,47.59081,-122.33487,1938,2,41276,230363.7031
NonResidential,Refrigerated Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58999,-122.33539,1937,2,24430,265886.8125
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58788,-122.33458,1910,3,27690,4926.399902
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58686,-122.33469,1927,1,22580,251990.5938
