BuildingType,PrimaryPropertyType,City,State,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Electricity(kWh)
NonResidential,Laboratory,Seattle,WA,98104.0,3,EAST,47.60427,-122.32311,2000,8,178000,6487678.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61338,-122.31593,2012,6,102696,570958.6875
NonResidential,Large Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.5735,-122.32239,2005,4,162157,10290406.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.60642,-122.31637,2012,6,57495,255972.7969
NonResidential,Supermarket / Grocery Store,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,2003,4,33997,2410499.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.73168,-122.34777,2010,6,238441,453672.0
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62037,-122.33627,2012,11,526423,4855051.0
NonResidential,Mixed Use Property,Seattle,WA,98104.0,7,DOWNTOWN,47.60121,-122.33518,1902,6,74211,397749.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,Central,47.61687,-122.30796,2012,6,174654,1003112.313
NonResidential,Warehouse,Seattle,WA,98178.0,2,SOUTHEAST,47.51098,-122.27817,1988,2,45700,422506.9063
SPS-District K-12,K-12 School,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64342,-122.3997,1952,1,116101,0.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.66838,-122.37199,2012,6,177528,787496.1875
Nonresidential COS,Other,Seattle,WA,98115.0,4,NORTHEAST,47.68212,-122.2633,1929,0,502030,2743225.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61543,-122.32474,2011,6,153767,820384.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62277,-122.35639,2012,6,43762,194959.0
NonResidential,Other,Seattle,WA,98013.0,5,NORTHWEST,47.71286,-122.33635,2012,2,53575,6791757.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62031168,-122.3208406,2012,7,224577,1549271.125
NonResidential,Large Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58995,-122.33472,2012,6,157345,3336922.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.60570526,-122.3203506,2012,6,94933,516312.3125
NonResidential,Residence Hall,Seattle,WA,98195.0,4,NORTHEAST,47.65642,-122.31475,2012,5,136758,1002526.313
NonResidential,Residence Hall,Seattle,WA,98195.0,4,NORTHEAST,47.65599,-122.31385,2012,7,192259,1738490.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98108.0,2,SOUTHEAST,47.56337,-122.29446,2012,4,43210,342060.0938
Nonresidential COS,Other,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.53246,-122.33304,2012,2,137138,1604738.125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63662,-122.35738,2012,4,74964,258357.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.38658,2012,3,21753,202385.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.56189,-122.37706,2012,5,59205,333516.1875
NonResidential,Other,Seattle,WA,98101.0,3,EAST,47.60989,-122.32659,2012,7,267470,6974182.5
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61531,-122.34041,2012,24,602398,5120527.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.626,-122.34278,2012,7,119219,479890.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62736,-122.34264,2012,7,334785,1453230.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66761,-122.31272,2012,7,74421,622243.375
NonResidential,Hospital,Seattle,WA,98145.0,4,NORTHEAST,47.66201,-122.28386,2013,8,330000,8119308.5
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98104.0,7,DOWNTOWN,47.60336,-122.33615,2013,16,120836,1939091.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.65082,-122.34348,2012,4,31962,291381.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70539,-122.34508,2012,4,54771,359669.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.55238,-122.36266,2013,4,27950,291369.0
NonResidential,Retail Store,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62503,-122.35642,1918,3,43832,393837.5
NonResidential,Other,Seattle,WA,98116.0,1,SOUTHWEST,47.5596,-122.38459,1987,6,146363,1887028.375
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62023,-122.33227,2013,6,41502,265659.3125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,7,EAST,47.61449,-122.3287,2013,7,85772,533621.5
Multifamily MR (5-9),Senior Care Community,Seattle,WA,98133.0,5,NORTHWEST,47.73074,-122.34723,2012,7,120000,927731.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62574,-122.34462,2013,4,108872,707120.8125
NonResidential,Supermarket / Grocery Store,Seattle,WA,98116.0,1,SOUTHWEST,47.57984,-122.38577,2011,1,67263,2717599.5
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61156,-122.34401,1988,13,204760,3601493.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62194,-122.35972,2013,6,21762,213122.4063
NonResidential,Worship Facility,Seattle,WA,98105.0,4,NORTHEAST,47.6709,-122.27054,2008,2,70292,286556.6875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98144.0,3,CENTRAL,47.59946,-122.30561,2013,6,38407,418371.1875
NonResidential,Other,Seattle,WA,98121.0,7,DOWNTOWN,47.61449,-122.33956,1975,7,55559,12215895.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.66925,-122.38115,2013,7,51287,461092.5938
NonResidential,Laboratory,Seattle,WA,98109.0,7,LAKE UNION,47.62351,-122.34135,2013,8,225581,7154221.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,CENTRAL,47.61432,-122.31257,2013,6,52000,-33826.80078
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.6763,-122.31756,2013,6,84577,330875.3125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61441,-122.3457,2013,8,53708,1061569.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98107.0,6,Ballard,47.65671,-122.36174,2013,4,56184,236750.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6042,-122.31918,2013,6,31981,254052.0
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61447,-122.34101,2013,24,295754,1795295.25
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62265,-122.32616,2013,6,24457,196947.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61506,-122.31315,2013,6,51424,356011.0
NonResidential,K-12 School,Seattle,WA,98122.0,3,EAST,47.61386,-122.32647,2014,2,35780,654810.625
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98133.0,6,NORTHWEST,47.70314,-122.35604,2013,5,198202,1040006.188
NonResidential,Large Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63449,-122.37661,2013,3,76844,399528.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.56709,-122.36488,2013,6,227672,1460978.625
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98144.0,3,DOWNTOWN,47.59666,-122.31253,2013,3,47673,716470.875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.65701,-122.34269,2013,4,28200,229873.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98117.0,6,BALLARD,47.67758,-122.37702,2013,4,83999,420336.5
NonResidential,Hotel,Seattle,WA,98107.0,6,BALLARD,47.66629,-122.3826,2013,4,39433,1024975.125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70656,-122.35521,2013,4,49970,362618.0
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.6147,-122.35238,2013,13,161722,1072625.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66249,-122.31565,2013,7,305925,1664122.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,Central,47.62422,-122.30691,2013,4,61558,317067.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62365,-122.35832,2013,4,29158,139629.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,2,SOUTHEAST,47.53347,-122.26948,2013,4,87958,452547.1875
NonResidential,Senior Care Community,Seattle,WA,98112.0,3,Central,47.61885,-122.30341,2013,6,79805,1366841.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61677,-122.31721,2013,4,23397,158904.2031
NonResidential,K-12 School,Seattle,WA,98125.0,5,NORTHWEST,47.73143,-122.32784,2014,2,48925,405739.3125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62336,-122.33085,2013,7,229742,1114751.75
Nonresidential COS,Other,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1962,1,29000,470313.3125
NonResidential,Other,Seattle,WA,98105.0,4,NORTHEAST,47.66246,-122.29898,2013,6,65773,3614135.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,3,CENTRAL,47.59316,-122.30843,2014,4,122941,590312.875
NonResidential,Large Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58872,-122.33475,2014,7,187027,1277577.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62415,-122.33286,2014,7,145716,623007.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,LAKE UNION,47.65889,-122.34776,2014,4,34723,377060.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62328,-122.32377,2014,6,55113,351521.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64787,-122.37841,2014,7,209583,1093969.875
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.5843,-122.32229,2014,2,56988,81105.60156
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61105,-122.34091,2014,25,237186,2251336.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62993,-122.32054,2014,3,93179,379915.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98115.0,6,NORTHWEST,47.68055,-122.32337,2014,6,292376,1715007.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56271,-122.38516,2014,7,137068,533012.125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61499,-122.31795,2014,7,99700,535715.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.73123,-122.29307,2014,6,447915,1593417.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.67435,-122.31644,2014,6,84891,388984.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61408,-122.34428,2014,7,47343,185310.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.57703,-122.29751,2014,5,78756,460931.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.66927,-122.37683,2014,8,439262,1997472.125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61272,-122.31761,2014,6,91159,515685.0938
Campus,University,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54193,-122.32404,2007,2,149856,1455813.5
NonResidential,Other,Seattle,WA,98146.0,1,DELRIDGE,47.51377011,-122.3432804,2010,2,44162,279494.4063
Nonresidential COS,Other,Seattle,WA,98118.0,2,SOUTHEAST,47.52472,-122.27074,2013,1,53775,1174502.125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.57883,-122.31105,2014,6,45167,228907.9063
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,7,EAST,47.60967,-122.32977,2014,32,434839,2628942.75
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61834,-122.34832,2014,13,201839,1156522.875
Multifamily MR (5-9),Mixed Use Property,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63664,-122.35655,2014,5,233528,528437.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,EAST,47.61438,-122.32174,1912,2,64820,580529.6875
NonResidential,University,Seattle,WA,98122.0,3,EAST,47.61699,-122.32083,1993,2,99765,602571.5
NonResidential,University,Seattle,WA,98122.0,3,EAST,47.61748356,-122.321853,1925,3,428347,6427496.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61283,-122.34884,2014,7,135643,635576.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.6779,-122.26166,2013,2,31928,315070.0938
NonResidential,Hospital,Seattle,WA,98101.0,3,EAST,47.60986,-122.32774,1920,8,374466,26395222.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.60994,-122.34234,1904,3,49000,1054888.875
Multifamily MR (5-9),Mixed Use Property,Seattle,WA,98101.0,7,DOWNTOWN,47.60947,-122.34107,1983,5,66460,758514.8125
NonResidential,Senior Care Community,Seattle,WA,98101.0,7,DOWNTOWN,47.60898,-122.34213,1989,3,41395,553359.6875
NonResidential,Supermarket / Grocery Store,Seattle,WA,98107.0,6,BALLARD,47.67034,-122.3873,2010,8,41198,2096091.625
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.66915,-122.37458,2013,6,317814,1243697.75
Nonresidential COS,Other,Seattle,WA,98124.0,2,GREATER DUWAMISH,47.59523,-122.32334,2014,1,20993,233244.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61328,-122.31879,2014,7,241130,1669022.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6249,-122.36553,2014,5,118344,676731.1875
NonResidential,Other,Seattle,WA,98108.0,2,SOUTHEAST,47.5626,-122.29396,2009,0,40265,402023.1875
Campus,University,Seattle,WA,98105.0,4,NORTHEAST,47.65644,-122.31041,1900,0,9320156,192577488.0
NonResidential,University,Seattle,WA,98195.0,4,NORTHEAST,47.65395,-122.30584,1969,4,58779,1090040.125
NonResidential,Residence Hall,Seattle,WA,98105.0,4,NORTHEAST,47.65718,-122.31632,2011,0,176225,1003689.188
NonResidential,University,Seattle,WA,98195.0,4,NORTHEAST,47.65356,-122.30613,1998,6,203030,8386463.5
NonResidential,Residence Hall,Seattle,WA,98195.0,4,NORTHEAST,47.65577,-122.3153,1953,0,166991,2609182.0
NonResidential,Residence Hall,Seattle,WA,98195.0,4,NORTHEAST,47.65447,-122.31733,1970,0,89392,2040124.25
NonResidential,Residence Hall,Seattle,WA,98195.0,4,NORTHEAST,47.65176,-122.30756,2011,0,97040,917299.0
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62384,-122.33941,2014,6,427181,4165603.5
Multifamily MR (5-9),Residence Hall,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65021,-122.36504,2015,5,69451,267490.4063
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98115.0,6,NORTHWEST,47.67747,-122.32688,2015,4,47711,226307.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61329,-122.31981,2015,6,107556,794776.125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.71986,-122.29297,2015,4,20128,181578.2969
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98104.0,2,DOWNTOWN,47.59785,-122.33235,2014,26,619416,3654375.5
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61679,-122.3489,2014,26,269065,1602232.625
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62543,-122.32691,2013,6,83296,388470.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64771,-122.37697,2014,4,112264,747259.5
NonResidential,Self-Storage Facility,Seattle,WA,98144.0,2,SOUTHEAST,47.57054,-122.29139,2014,4,87576,254443.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62006,-122.34733,2014,7,94909,460816.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61357,-122.33249,2014,7,74509,446335.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61488,-122.31442,2013,7,118800,682310.625
NonResidential,Other,Seattle,WA,98105.0,4,NORTHEAST,47.66414,-122.31664,2014,3,33648,410193.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.65725,-122.32007,2014,4,21267,132577.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.65641,-122.32126,2014,5,30649,133605.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.6704,-122.38277,2014,6,39286,408059.6875
Multifamily MR (5-9),Mixed Use Property,Seattle,WA,98122.0,3,EAST,47.61605,-122.3165,2012,6,158967,1180162.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.65713,-122.31527,2014,7,42905,346208.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61986,-122.32381,2014,7,85647,986087.3125
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98144.0,2,SOUTHEAST,47.57113,-122.29048,2014,4,45892,449409.1875
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61324,-122.33223,2014,41,499477,3004149.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98115.0,5,NORTHEAST,47.69087,-122.30629,2014,6,26198,97480.70313
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.66895,-122.38881,2014,7,418285,1729705.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62366,-122.3603,2014,5,70191,409216.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66224,-122.31989,2014,7,82087,512042.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6213,-122.35622,2014,8,31990,185779.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62266,-122.32501,2015,7,33625,185985.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62301,-122.32337,2015,5,22455,202043.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.65155,-122.34434,2014,4,182378,698380.6875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70833,-122.32203,2014,5,221280,1440249.125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,EAST,47.61371,-122.31774,2015,5,37873,378709.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61932,-122.32184,2014,7,62049,302567.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,EAST,47.61975,-122.31467,2014,4,43566,340950.9063
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61428,-122.35056,2014,12,123686,973933.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.55926,-122.28654,2015,6,283479,784687.0
NonResidential,Large Office,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62906,-122.34259,2015,10,513816,4968672.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98117.0,7,LAKE UNION,47.62001,-122.34196,2014,6,81993,447831.6875
NonResidential,Hotel,Seattle,WA,98101.0,7,DOWNTOWN,47.61665,-122.33261,2015,14,144614,1544316.5
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62146,-122.33976,2014,12,317442,3356673.0
NonResidential,Mixed Use Property,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66144,-122.38723,2014,2,25532,184013.5
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58542,-122.32185,2015,2,108036,1099805.25
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56081,-122.38589,2015,6,196788,1286695.875
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62263,-122.33976,2015,12,317189,3438750.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62383,-122.33143,2014,8,110964,610873.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,6,BALLARD,47.66786,-122.38112,2014,7,318835,1370294.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98104.0,2,DOWNTOWN,47.5998,-122.32034,2000,4,44650,365943.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61508,-122.32243,2015,7,80371,424233.5938
Nonresidential COS,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62251,-122.3339,2014,13,339038,2909076.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.65756,-122.31584,2014,7,42393,348601.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.60246,-122.31771,2015,6,128460,623410.625
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.66111,-122.34106,2015,5,123799,616521.0
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61652,-122.33735,2015,40,277566,2686080.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.68437,-122.28706,1981,3,48230,229585.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.6843,-122.28772,1981,4,53100,283356.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98104.0,2,DOWNTOWN,47.60029,-122.32844,2015,7,91128,340110.6875
NonResidential,Hotel,Seattle,WA,98103.0,4,LAKE UNION,47.65476,-122.34732,2014,4,85284,1206219.25
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54425,-122.31776,1955,1,47863,214772.4063
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.53161,-122.29944,1929,2,24990,635119.875
NonResidential,Other,Seattle,WA,98155.0,4,NORTHEAST,47.68109,-122.2618,2013,1,72000,557332.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62107,-122.32156,2015,7,26322,3930.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.67054,-122.388,2015,6,91393,336358.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.73256,-122.3559,2015,5,45270,311196.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62157,-122.35569,2015,7,169548,1008773.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66221,-122.31652,2015,7,187477,947726.875
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61753,-122.3362,2015,20,137753,973642.6875
NonResidential,K-12 School,Seattle,WA,98144.0,3,GREATER DUWAMISH,47.58831,-122.3065,2015,3,45000,388620.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.67584,-122.31803,2015,7,162213,908452.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63892,-122.37582,2015,4,48311,1326488.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,LAKE UNION,47.65295,-122.35593,2015,4,41403,216601.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,3,CENTRAL,47.59052,-122.29208,2015,3,24838,255696.7969
